symbol	overallAssociationScore	geneticAssociations	somaticMutations	drugs	pathwaysSystemsBiology	textMining	rnaExpression	animalModels	targetName
NF1	0.18656413334753086	0.3050600405705316	No data	No data	No data	0.03647584785669726	No data	No data	neurofibromin 1
ZGPAT	0.18612281643833722	0.3061579001583047	No data	No data	No data	No data	No data	No data	zinc finger CCCH-type and G-patch domain containing
SLC9B2	0.18604810172777247	0.29828388246319726	No data	No data	No data	0.15502235339096337	No data	No data	solute carrier family 9 member B2
RBPJL	0.185898666906405	0.3039653988058105	No data	No data	No data	0.03647584785669726	No data	No data	recombination signal binding protein for immunoglobulin kappa J region like
HOXC4	0.1853741057999915	0.3049263280101471	No data	No data	No data	No data	No data	No data	homeobox C4
UBE2Z	0.18533701466806557	0.3048653159145736	No data	No data	No data	No data	No data	No data	ubiquitin conjugating enzyme E2 Z
MGAT1	0.1852717087600605	0.30293410026195056	No data	No data	No data	0.03647584785669726	No data	No data	alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase
OSBPL7	0.18505761981255145	0.30440573259257087	No data	No data	No data	No data	No data	No data	oxysterol binding protein like 7
DCAF7	0.18498008621608317	0.30427819571374704	No data	No data	No data	No data	No data	No data	DDB1 and CUL4 associated factor 7
IPO9	0.18386946352332217	0.2948521707470359	No data	No data	No data	0.15198269940290526	No data	No data	importin 9
PUS1	0.1834061230922722	0.30168914589098	No data	No data	No data	No data	No data	No data	pseudouridine synthase 1
CACNA1H	0.18288291587929723	0.30082850975438274	No data	No data	No data	No data	No data	No data	calcium voltage-gated channel subunit alpha1 H
NSUN3	0.18282817461954998	0.3007384645387722	No data	No data	No data	No data	No data	No data	NOP2/Sun RNA methyltransferase 3
TRIM63	0.18251661530142985	0.29840218072529506	No data	No data	No data	0.03647584785669726	No data	No data	tripartite motif containing 63
UNC79	0.1819525127216778	0.29929806720849644	No data	No data	No data	No data	No data	No data	unc-79 homolog, NALCN channel complex subunit
ZNF34	0.18189256168006732	0.2991994522973157	No data	No data	No data	No data	No data	No data	zinc finger protein 34
ERBB3	0.1816590691698598	0.2885565426381388	No data	No data	No data	0.20517664419392212	No data	No data	erb-b2 receptor tyrosine kinase 3
HLA-A	0.18157320010654404	0.2971471279736302	No data	No data	No data	0.030539975707092364	No data	No data	major histocompatibility complex, class I, A
GCC1	0.17979777524628376	0.2951457568797616	No data	No data	No data	0.012158615952232422	No data	No data	GRIP and coiled-coil domain containing 1
ATP1B2	0.17956794924144973	0.2953756413508226	No data	No data	No data	No data	No data	No data	ATPase Na+/K+ transporting subunit beta 2
CCHCR1	0.17925707072537303	0.27662634586949786	No data	No data	No data	0.36475847856697263	No data	No data	coiled-coil alpha-helical rod protein 1
HSD17B6	0.1791061471539194	0.29461601198290016	No data	No data	No data	No data	No data	No data	hydroxysteroid 17-beta dehydrogenase 6
FGF9	0.17856546069537566	0.26697766871968426	No data	No data	No data	0.5349791018982265	No data	No data	fibroblast growth factor 9
NLRC3	0.1783942334683002	0.2934449680278709	No data	No data	No data	No data	No data	No data	NLR family CARD domain containing 3
NUDT6	0.1781600007976402	0.2930596730706484	No data	No data	No data	No data	No data	No data	nudix hydrolase 6
OLFM4	0.17783367254380483	0.29063528264077004	No data	No data	No data	No data	0.037752104628714346	No data	olfactomedin 4
IL19	0.17776602312695927	0.2910437654236987	No data	No data	No data	0.02735688589252295	No data	No data	interleukin 19
TSPAN15	0.17740909234349259	0.29182448568238367	No data	No data	No data	No data	No data	No data	tetraspanin 15
MAML2	0.17730562961507815	0.2916542973503878	No data	No data	No data	No data	No data	No data	mastermind like transcriptional coactivator 2
CHD1L	0.17729190125610853	0.2879841304566499	No data	No data	No data	0.07295169571339452	No data	No data	chromodomain helicase DNA binding protein 1 like
STAT3	0.17713721891790954	0.2729716544151608	No data	No data	No data	0.3681124025266246	No data	No data	signal transducer and activator of transcription 3
ARMH4	0.17703229642704094	0.29120468501110336	No data	No data	No data	No data	No data	No data	armadillo like helical domain containing 4
ZNF641	0.17698523904482513	0.29112727919057135	No data	No data	No data	No data	No data	No data	zinc finger protein 641
PSRC1	0.17673187072116406	0.2907105075371916	No data	No data	No data	No data	No data	No data	proline and serine rich coiled-coil 1
SLC25A12	0.1759976879946104	0.28950283270078253	No data	No data	No data	No data	No data	No data	solute carrier family 25 member 12
CWF19L1	0.17578520332397796	0.28915331155221224	No data	No data	No data	No data	No data	No data	CWF19 like cell cycle control factor 1
CELSR2	0.17569754807776106	0.2762425785782761	No data	No data	No data	0.25533093499688087	No data	No data	cadherin EGF LAG seven-pass G-type receptor 2
SNX17	0.17513329944097067	0.28808097916574915	No data	No data	No data	No data	No data	No data	sorting nexin 17
EFR3A	0.17468716901905604	0.2873471284977663	No data	No data	No data	No data	No data	No data	EFR3 homolog A
CCM2	0.17427870229516745	0.2866752317531149	No data	No data	No data	No data	No data	No data	CCM2 scaffold protein
MARCHF5	0.17403083563332603	0.2862675099156702	No data	No data	No data	No data	No data	No data	membrane associated ring-CH-type finger 5
PPIF	0.1737308884676818	0.2857741196041041	No data	No data	No data	No data	No data	No data	peptidylprolyl isomerase F
BHLHA15	0.17364814246030436	0.2856380087051292	No data	No data	No data	No data	No data	No data	basic helix-loop-helix family member a15
SOCS1	0.1734524350654998	0.28003569931509026	No data	No data	No data	0.10560771172509877	No data	No data	suppressor of cytokine signaling 1
KCNRG	0.17342934153954057	0.28527809780470537	No data	No data	No data	No data	No data	No data	potassium channel regulator
ITGB6	0.1733509421549165	0.2851491367701072	No data	No data	No data	No data	No data	No data	integrin subunit beta 6
DHDDS	0.17303909362751096	0.28463616962215105	No data	No data	No data	No data	No data	No data	dehydrodolichyl diphosphate synthase subunit
GPR26	0.17264471424189537	0.2839874454792634	No data	No data	No data	No data	No data	No data	G protein-coupled receptor 26
POLK	0.17261748668368276	0.28394265821347664	No data	No data	No data	No data	No data	No data	DNA polymerase kappa
UNC45A	0.17258137239044546	0.2838832529433716	No data	No data	No data	No data	No data	No data	unc-45 myosin chaperone A
CHD4	0.17228599928265032	0.2833973866096448	No data	No data	No data	No data	No data	No data	chromodomain helicase DNA binding protein 4
SUGP1	0.17197279381490926	0.28227425660026184	No data	No data	No data	0.012158615952232422	No data	No data	SURP and G-patch domain containing 1
SMIM29	0.17167726466444308	0.2823960643858016	No data	No data	No data	No data	No data	No data	small integral membrane protein 29
WNT6	0.1713713642206838	0.28189288138378715	No data	No data	No data	No data	No data	No data	Wnt family member 6
ZNF512	0.17122757021857662	0.2810484203714338	No data	No data	No data	0.012158615952232422	No data	No data	zinc finger protein 512
TBC1D16	0.17099093342327806	0.28126710160934515	No data	No data	No data	No data	No data	No data	TBC1 domain family member 16
RPAP1	0.17079179633432512	0.2809395362191144	No data	No data	No data	No data	No data	No data	RNA polymerase II associated protein 1
POLR1D	0.17060919849766043	0.28063917664302107	No data	No data	No data	No data	No data	No data	RNA polymerase I and III subunit D
HMGN2	0.17036928694142311	0.2802445403502393	No data	No data	No data	No data	No data	No data	high mobility group nucleosomal binding domain 2
NEDD1	0.1698504868404313	0.27939115357820865	No data	No data	No data	No data	No data	No data	NEDD1 gamma-tubulin ring complex targeting factor
MAD1L1	0.1694439283505973	0.2787223957336789	No data	No data	No data	No data	No data	No data	mitotic arrest deficient 1 like 1
MYL7	0.16932741152109407	0.27853073439663034	No data	No data	No data	No data	No data	No data	myosin light chain 7
ANO6	0.1687563996061311	0.2775914631552221	No data	No data	No data	No data	No data	No data	anoctamin 6
CYB5D2	0.16861128582536328	0.2773527620047985	No data	No data	No data	No data	No data	No data	cytochrome b5 domain containing 2
MGAT4C	0.16845310879558784	0.2770925728016904	No data	No data	No data	No data	No data	No data	MGAT4 family member C
ASB3	0.16845310879558784	0.2770925728016904	No data	No data	No data	No data	No data	No data	ankyrin repeat and SOCS box containing 3
RAB11FIP2	0.16813269068948988	0.27656550934749996	No data	No data	No data	No data	No data	No data	RAB11 family interacting protein 2
REEP3	0.16802671418101386	0.2763911860381819	No data	No data	No data	No data	No data	No data	receptor accessory protein 3
PIK3C3	0.1680254740640804	0.27638914613999227	No data	No data	No data	No data	No data	No data	phosphatidylinositol 3-kinase catalytic subunit type 3
CAMKK2	0.16779475421520063	0.2726364579294443	No data	No data	No data	0.06746343156828963	No data	No data	calcium/calmodulin dependent protein kinase kinase 2
L3MBTL2	0.16766216857352947	0.2757915361949488	No data	No data	No data	No data	No data	No data	L3MBTL histone methyl-lysine binding protein 2
RASEF	0.16738498633329993	0.27533559245707845	No data	No data	No data	No data	No data	No data	RAS and EF-hand domain containing
RAMP2	0.16727819834921007	0.2751599343319935	No data	No data	No data	No data	No data	No data	receptor activity modifying protein 2
B3GALNT2	0.16721286955708217	0.2750524734295609	No data	No data	No data	No data	No data	No data	beta-1,3-N-acetylgalactosaminyltransferase 2
CERT1	0.16650619480827888	0.27328211633017346	No data	No data	No data	0.012158615952232422	No data	No data	ceramide transporter 1
ARID1B	0.16646765321745977	0.2738266491374702	No data	No data	No data	No data	No data	No data	AT-rich interaction domain 1B
SDHAF4	0.16625258725411482	0.2734728819583934	No data	No data	No data	No data	No data	No data	succinate dehydrogenase complex assembly factor 4
PATJ	0.1660426870152812	0.2731276120038883	No data	No data	No data	No data	No data	No data	PATJ crumbs cell polarity complex component
KIF5C	0.16579693212328153	0.2727233638674801	No data	No data	No data	No data	No data	No data	kinesin family member 5C
CDC7	0.16566176715067385	0.2725010277510361	No data	No data	No data	No data	No data	No data	cell division cycle 7
ZNF512B	0.16468187657252237	0.27088918215610786	No data	No data	No data	No data	No data	No data	zinc finger protein 512B
PISD	0.1642883009276253	0.2702417801056717	No data	No data	No data	No data	No data	No data	phosphatidylserine decarboxylase
ZNF891	0.16423807585240258	0.27015916367067605	No data	No data	No data	No data	No data	No data	zinc finger protein 891
RCVRN	0.163868252703842	0.2695508326731127	No data	No data	No data	No data	No data	No data	recoverin
ZBTB6	0.16328520344530945	0.2685917609155653	No data	No data	No data	No data	No data	No data	zinc finger and BTB domain containing 6
ZNF43	0.1631079752322635	0.26830023396259267	No data	No data	No data	No data	No data	No data	zinc finger protein 43
SSTR1	0.16309309751504075	0.26827576124747243	No data	No data	No data	No data	No data	No data	somatostatin receptor 1
OR4C13	0.16282542505116132	0.2678354603695912	No data	No data	No data	No data	No data	No data	olfactory receptor family 4 subfamily C member 13
PHTF1	0.1621346909645393	0.2666992552466797	No data	No data	No data	No data	No data	No data	putative homeodomain transcription factor 1
ZNF503	0.16196169357093554	0.2664146876704302	No data	No data	No data	No data	No data	No data	zinc finger protein 503
KLHL21	0.1617712392448838	0.2661014047658628	No data	No data	No data	No data	No data	No data	kelch like family member 21
THAP3	0.16109607654242775	0.2649908133875208	No data	No data	No data	No data	No data	No data	THAP domain containing 3
CGGBP1	0.16101184408679245	0.26485225739403234	No data	No data	No data	No data	No data	No data	CGG triplet repeat binding protein 1
DOC2A	0.16070707383649116	0.26435093347443717	No data	No data	No data	No data	No data	No data	double C2 domain alpha
TOMM40	0.16038652941276407	0.26078400824928033	No data	No data	No data	0.06079307976116211	No data	No data	translocase of outer mitochondrial membrane 40
ERICH2	0.16035823124254286	0.2637771138960924	No data	No data	No data	No data	No data	No data	glutamate rich 2
GAP43	0.1603154772980183	0.2582480749502347	No data	No data	No data	0.10917423907108693	No data	No data	growth associated protein 43
HAT1	0.15997293868575854	0.2631433368966411	No data	No data	No data	No data	No data	No data	histone acetyltransferase 1
HLA-B	0.159865432490956	0.26235856657185813	No data	No data	No data	0.012158615952232422	No data	No data	major histocompatibility complex, class I, B
DPY19L4	0.15943069387798592	0.2622513853621853	No data	No data	No data	No data	No data	No data	dpy-19 like 4
PDIK1L	0.1591475902837667	0.2617857014466287	No data	No data	No data	No data	No data	No data	PDLIM1 interacting kinase 1 like
KNL1	0.15914249213970857	0.22749229814196661	No data	No data	No data	No data	No data	0.6857003448960876	kinetochore scaffold 1
NCAPG	0.15816003510317525	0.2601612481626838	No data	No data	No data	No data	No data	No data	non-SMC condensin I complex subunit G
ELAVL2	0.15802467577339535	0.2599385923434496	No data	No data	No data	No data	No data	No data	ELAV like RNA binding protein 2
GFI1	0.1579725146223193	0.2598527912106875	No data	No data	No data	No data	No data	No data	growth factor independent 1 transcriptional repressor
VPS11	0.1576526031757683	0.25932656117297953	No data	No data	No data	No data	No data	No data	VPS11 core subunit of CORVET and HOPS complexes
NUP160	0.15752655509195593	0.25911922164633017	No data	No data	No data	No data	No data	No data	nucleoporin 160
ZNF268	0.15702194145827894	0.2582891705358099	No data	No data	No data	No data	No data	No data	zinc finger protein 268
RBM43	0.15688851615461466	0.2571577998462619	No data	No data	No data	0.01823792392834863	No data	No data	RNA binding motif protein 43
PODXL	0.15660977281811153	0.25210042356135753	No data	No data	No data	0.11021521717240543	No data	No data	podocalyxin like
RBM6	0.15412788223906534	0.25352866287509673	No data	No data	No data	No data	No data	No data	RNA binding motif protein 6
NQO1	0.1540764831610495	0.23350124569174244	No data	No data	No data	0.15592074001410053	No data	0.3295592853852598	NAD(P)H quinone dehydrogenase 1
FADS1	0.1533012308904553	0.24879571259841973	No data	No data	No data	0.06746343156828963	No data	No data	fatty acid desaturase 1
YIPF7	0.15310092923045984	0.251839403155668	No data	No data	No data	No data	No data	No data	Yip1 domain family member 7
YTHDC2	0.15310021683286995	0.25123030051811557	No data	No data	No data	0.012158615952232422	No data	No data	YTH N6-methyladenosine RNA binding protein C2
ZNRD2	0.15222766203323623	0.2504029449261221	No data	No data	No data	No data	No data	No data	zinc ribbon domain containing 2
FLI1	0.15221661099328554	0.25038476680454297	No data	No data	No data	No data	No data	No data	Fli-1 proto-oncogene, ETS transcription factor
DNMT3A	0.15204643336016582	0.2471411748818199	No data	No data	No data	0.05927325276713306	No data	No data	DNA methyltransferase 3 alpha
FAM117B	0.15157547523980083	0.24933014717348703	No data	No data	No data	No data	No data	No data	family with sequence similarity 117 member B
STOML1	0.1515102799965209	0.24922290594876856	No data	No data	No data	No data	No data	No data	stomatin like 1
PLAU	0.1513961783964863	0.24782115513097225	No data	No data	No data	0.01823792392834863	0.013597476903469227	No data	plasminogen activator, urokinase
DNM3	0.15124303498380065	0.2487833081955865	No data	No data	No data	No data	No data	No data	dynamin 3
C3orf38	0.15061967301880574	0.2477579250969774	No data	No data	No data	No data	No data	No data	chromosome 3 open reading frame 38
FRAT1	0.15016512366478488	0.24701022592495542	No data	No data	No data	No data	No data	No data	FRAT regulator of WNT signaling pathway 1
ZNF513	0.14966397443505094	0.24618587349585855	No data	No data	No data	No data	No data	No data	zinc finger protein 513
SMG6	0.14962081575065733	0.24611488073720386	No data	No data	No data	No data	No data	No data	SMG6 nonsense mediated mRNA decay factor
LTBP3	0.14915138676943063	0.24474771392663502	No data	No data	No data	No data	0.011899835632989608	No data	latent transforming growth factor beta binding protein 3
OR5B17	0.14885379928259335	0.24485319688917812	No data	No data	No data	No data	No data	No data	olfactory receptor family 5 subfamily B member 17
DCAF5	0.14846967424563462	0.24422134037118653	No data	No data	No data	No data	No data	No data	DDB1 and CUL4 associated factor 5
EML6	0.14846742732068724	0.24421764435026408	No data	No data	No data	No data	No data	No data	EMAP like 6
USP36	0.14845431750490976	0.24419607969877907	No data	No data	No data	No data	No data	No data	ubiquitin specific peptidase 36
CDKN2C	0.14814836541632595	0.2388293653640568	No data	No data	No data	0.09726892761785938	No data	No data	cyclin dependent kinase inhibitor 2C
LHFPL3	0.1478948139179228	0.24327573878302836	No data	No data	No data	No data	No data	No data	LHFPL tetraspan subfamily member 3
APOBEC2	0.14730219847739154	0.242300931382483	No data	No data	No data	No data	No data	No data	apolipoprotein B mRNA editing enzyme catalytic subunit 2
NBEAL2	0.14723203163730708	0.24218551225852986	No data	No data	No data	No data	No data	No data	neurobeachin like 2
PTPDC1	0.1464926308776978	0.24096925415396567	No data	No data	No data	No data	No data	No data	protein tyrosine phosphatase domain containing 1
STRN	0.14642039057892803	0.2408504243479194	No data	No data	No data	No data	No data	No data	striatin
LRRC4	0.14617022192044937	0.24043891590080418	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 4
GBA2	0.1458149985063431	0.23985460035781503	No data	No data	No data	No data	No data	No data	glucosylceramidase beta 2
ATP5MC1	0.14565764680509038	0.23959576875745703	No data	No data	No data	No data	No data	No data	ATP synthase membrane subunit c locus 1
MTMR11	0.1454229073494423	0.23920964017741092	No data	No data	No data	No data	No data	No data	myotubularin related protein 11
SULT1A2	0.14537918318125687	0.23913771724085758	No data	No data	No data	No data	No data	No data	sulfotransferase family 1A member 2
USP3	0.14507596549367963	0.23863894716905257	No data	No data	No data	No data	No data	No data	ubiquitin specific peptidase 3
KRTAP5-6	0.14506741133047107	0.23862487622011866	No data	No data	No data	No data	No data	No data	keratin associated protein 5-6
WDR97	0.14485930153346646	0.23828255140646845	No data	No data	No data	No data	No data	No data	WD repeat domain 97
OARD1	0.14460124048991937	0.23785806058520897	No data	No data	No data	No data	No data	No data	O-acyl-ADP-ribose deacylase 1
ZNF664	0.14446533003070472	0.21578242567975384	No data	No data	No data	No data	No data	0.43704145040299436	zinc finger protein 664
C8orf58	0.1444615676700291	0.2376283094022799	No data	No data	No data	No data	No data	No data	chromosome 8 open reading frame 58
NT5C1B-RDH14	0.1444204325127434	0.21570857267191526	No data	No data	No data	No data	No data	0.43704145040299436	NT5C1B-RDH14 readthrough
LCE3B	0.14426487912959926	0.2373047716884438	No data	No data	No data	No data	No data	No data	late cornified envelope 3B
ADIPOQ	0.14392007677972987	No data	No data	No data	No data	0.9680836288122141	No data	0.8624174448475547	adiponectin, C1Q and collagen domain containing
TMEM244	0.14383810106882342	0.23660275418504942	No data	No data	No data	No data	No data	No data	transmembrane protein 244
HEATR5B	0.14367673000311781	0.23633731103536929	No data	No data	No data	No data	No data	No data	HEAT repeat containing 5B
RANBP17	0.1433195460368516	0.2357497705329478	No data	No data	No data	No data	No data	No data	RAN binding protein 17
BDH2	0.14325236448927758	0.23563926198849183	No data	No data	No data	No data	No data	No data	3-hydroxybutyrate dehydrogenase 2
RIT2	0.14304410650965316	0.235296693425684	No data	No data	No data	No data	No data	No data	Ras like without CAAX 2
WBP4	0.14236440192255065	0.23417863099197794	No data	No data	No data	No data	No data	No data	WW domain binding protein 4
CMKLR1	0.14172867190837235	0.22433901553448843	No data	No data	No data	0.17587775714236203	No data	No data	chemerin chemokine-like receptor 1
CHST1	0.1417013966015909	0.2330880375830497	No data	No data	No data	No data	No data	No data	carbohydrate sulfotransferase 1
TRPM5	0.14146937301384072	0.21007653102702623	No data	No data	No data	0.45259690744890163	No data	No data	transient receptor potential cation channel subfamily M member 5
EVI2B	0.14138501733084768	0.23256761770633647	No data	No data	No data	No data	No data	No data	ecotropic viral integration site 2B
ASTN2	0.1409771928652447	0.2318967774277962	No data	No data	No data	No data	No data	No data	astrotactin 2
LCE3A	0.14092126205699593	0.2318047754952267	No data	No data	No data	No data	No data	No data	late cornified envelope 3A
SHBG	0.14005557203906102	0.1869325986101357	No data	No data	No data	0.8689636508023265	No data	No data	sex hormone binding globulin
OXER1	0.13998951721533165	0.23027212598096486	No data	No data	No data	No data	No data	No data	oxoeicosanoid receptor 1
C1orf105	0.13993978541417573	0.23019032094435327	No data	No data	No data	No data	No data	No data	chromosome 1 open reading frame 105
PIK3C2B	0.13988515429780826	0.2301004569062389	No data	No data	No data	No data	No data	No data	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
C1orf141	0.13958605995003437	0.2296084694153124	No data	No data	No data	No data	No data	No data	chromosome 1 open reading frame 141
C12orf29	0.13955661862462104	0.2295600406705786	No data	No data	No data	No data	No data	No data	chromosome 12 open reading frame 29
CRYBA2	0.13950303501768826	0.2294718997059437	No data	No data	No data	No data	No data	No data	crystallin beta A2
RFT1	0.13923854902014288	0.22903684032322372	No data	No data	No data	No data	No data	No data	RFT1 homolog
CHUK	0.13910167754123368	0.22789980093707654	No data	No data	No data	0.01823792392834863	No data	No data	component of inhibitor of nuclear factor kappa B kinase complex
LEPROT	0.13896214063750914	0.2276702733259196	No data	No data	No data	0.01823792392834863	No data	No data	leptin receptor overlapping transcript
WHAMM	0.138543258226941	0.22789313976399314	No data	No data	No data	No data	No data	No data	WASP homolog associated with actin, golgi membranes and microtubules
RNF10	0.13845914998856176	0.22775478809845873	No data	No data	No data	No data	No data	No data	ring finger protein 10
AXIN1	0.13841871635384703	0.22768827783960432	No data	No data	No data	No data	No data	No data	axin 1
ITGA2	0.13762290845159153	0.22213216216857523	No data	No data	No data	0.08494144199962372	No data	No data	integrin subunit alpha 2
ZNF654	0.1373723101886506	0.22596701915472198	No data	No data	No data	No data	No data	No data	zinc finger protein 654
LRRN2	0.1372129974273545	0.22570496175950203	No data	No data	No data	No data	No data	No data	leucine rich repeat neuronal 2
HSF1	0.13707580206862455	0.2254792858120604	No data	No data	No data	No data	No data	No data	heat shock transcription factor 1
IL6R	0.1367736133743277	0.1917612695227206	No data	No data	No data	0.664418776666927	No data	No data	interleukin 6 receptor
PARVB	0.13664144277782814	0.22476479776094851	No data	No data	No data	No data	No data	No data	parvin beta
DSTYK	0.1366245605512934	0.2247370277802187	No data	No data	No data	No data	No data	No data	dual serine/threonine and tyrosine protein kinase
APOBR	0.1365240811296329	0.2236598505648839	No data	No data	No data	0.01823792392834863	No data	No data	apolipoprotein B receptor
ZNF709	0.1361226564447588	0.22391143363610488	No data	No data	No data	No data	No data	No data	zinc finger protein 709
GCGR	0.13550767361384028	0	No data	0.19485309048297977	No data	0.5609348618763605	No data	No data	glucagon receptor
AKAIN1	0.13534080366343937	0.22262534517934124	No data	No data	No data	No data	No data	No data	A-kinase anchor inhibitor 1
MCC	0.13501165206847243	0.22056408880509312	No data	No data	No data	0.030396539880581056	No data	No data	MCC regulator of WNT signaling pathway
ECT2L	0.1348097143148494	0.22175174352817226	No data	No data	No data	No data	No data	No data	epithelial cell transforming 2 like
MRPL10	0.13454551338978762	0.22131715306804137	No data	No data	No data	No data	No data	No data	mitochondrial ribosomal protein L10
KIAA1522	0.13431007090118463	0.22092986805216788	No data	No data	No data	No data	No data	No data	KIAA1522
IL10	0.13430276396916851	0.20548133401282873	No data	No data	No data	0.3087302938202137	No data	No data	interleukin 10
COLGALT2	0.13409063499924717	0.22056891265592943	No data	No data	No data	No data	No data	No data	collagen beta(1-O)galactosyltransferase 2
SH2B1	0.13401778700426212	0.18006667708991353	No data	No data	No data	0.1864301124021295	No data	0.7247902951825148	SH2B adaptor protein 1
TSEN2	0.1339488639479722	0.22033571004169777	No data	No data	No data	No data	No data	No data	tRNA splicing endonuclease subunit 2
WWP2	0.13390154673446394	0.2202578768184195	No data	No data	No data	No data	No data	No data	WW domain containing E3 ubiquitin protein ligase 2
ZNF208	0.13314936864484378	0.21902060097620973	No data	No data	No data	No data	No data	No data	zinc finger protein 208
HECTD4	0.1325587345435878	0.2028550045296825	No data	No data	No data	0.3038809639728089	No data	No data	HECT domain E3 ubiquitin protein ligase 4
BOD1L2	0.13252310312061016	0.21799044174312923	No data	No data	No data	No data	No data	No data	biorientation of chromosomes in cell division 1 like 2
HLA-DQA1	0.13213113522195313	0.21136769813666248	No data	No data	No data	0.11955972353028547	No data	No data	major histocompatibility complex, class II, DQ alpha 1
MTRFR	0.13208526724505248	0.21727023497407294	No data	No data	No data	No data	No data	No data	mitochondrial translation release factor in rescue
IL1B	0.13153410300788487	No data	No data	0.17341226001871488	No data	0.8497731872657407	0.02082115230931837	No data	interleukin 1 beta
SMUG1	0.13140314479353674	0.21614819533700305	No data	No data	No data	No data	No data	No data	single-strand-selective monofunctional uracil-DNA glycosylase 1
RMI2	0.13109286400875464	0.21563780700661891	No data	No data	No data	No data	No data	No data	RecQ mediated genome instability 2
LRRC46	0.1310388235362612	0.2155489145328279	No data	No data	No data	No data	No data	No data	leucine rich repeat containing 46
FNBP4	0.13075436862045142	0.2150810077958649	No data	No data	No data	No data	No data	No data	formin binding protein 4
FCGRT	0.13074227438170713	0.2135412866974545	No data	No data	No data	0.030396539880581056	No data	No data	Fc gamma receptor and transporter
HORMAD2	0.13064568506820778	0.2149022316051033	No data	No data	No data	No data	No data	No data	HORMA domain containing 2
TOM1L2	0.1306132573777388	0.21484889051661696	No data	No data	No data	No data	No data	No data	target of myb1 like 2 membrane trafficking protein
TMEM150C	0.13045186151065066	0.21458340657054578	No data	No data	No data	No data	No data	No data	transmembrane protein 150C
TOP1	0.13042885913662347	0.21454556941191263	No data	No data	No data	No data	No data	No data	DNA topoisomerase I
ART3	0.13034494403466065	0.21136788145305968	No data	No data	No data	0.06079307976116211	No data	No data	ADP-ribosyltransferase 3 (inactive)
COPZ2	0.1302257561211141	0.21421148037364166	No data	No data	No data	No data	No data	No data	COPI coat complex subunit zeta 2
SCAMP3	0.13010873704085865	0.21401899287224319	No data	No data	No data	No data	No data	No data	secretory carrier membrane protein 3
DNAJC2	0.13010112827499315	0.21400647703015163	No data	No data	No data	No data	No data	No data	DnaJ heat shock protein family (Hsp40) member C2
RUNX2	0.130071152137385	0.21148533882384504	No data	No data	No data	0.04943659472244502	No data	No data	RUNX family transcription factor 2
SV2A	0.1300197824937694	0.21387266939687602	No data	No data	No data	No data	No data	No data	synaptic vesicle glycoprotein 2A
NPAS3	0.12981680801711395	0.21353879179525945	No data	No data	No data	No data	No data	No data	neuronal PAS domain protein 3
CAPN10	0.12972747685559746	0.19453785523571876	No data	No data	No data	0.37707987164076384	No data	No data	calpain 10
DNASE1	0.12924898222260423	0.19806508323718683	No data	No data	No data	0.2907935648575588	No data	No data	deoxyribonuclease 1
ZFP64	0.12924115983686618	0.2125918942495037	No data	No data	No data	No data	No data	No data	ZFP64 zinc finger protein
CDIN1	0.12920717217364833	0.212535987124299	No data	No data	No data	No data	No data	No data	CDAN1 interacting nuclease 1
RC3H2	0.1291303512966333	0.2124096226148568	No data	No data	No data	No data	No data	No data	ring finger and CCCH-type domains 2
SND1	0.1290452040390382	0.21226956184160822	No data	No data	No data	No data	No data	No data	staphylococcal nuclease and tudor domain containing 1
TUBG2	0.1288800424459576	0.21199788356222266	No data	No data	No data	No data	No data	No data	tubulin gamma 2
SIRT1	0.1288484565733965	No data	No data	0.16789814847575238	No data	0.8498569504066742	No data	No data	sirtuin 1
SPATA18	0.12880464909707542	0.21187386722816232	No data	No data	No data	No data	No data	No data	spermatogenesis associated 18
BCAR1	0.1286547087985909	0.20582908684036635	No data	No data	No data	0.11596279964441672	No data	No data	BCAR1 scaffold protein, Cas family member
MSANTD1	0.128604150937313	0.2115440629798003	No data	No data	No data	No data	No data	No data	Myb/SANT DNA binding domain containing 1
SPIN4	0.12845979354355752	0.2113066060285772	No data	No data	No data	No data	No data	No data	spindlin family member 4
INMT	0.1282721402153323	0.19351688046742382	No data	No data	No data	No data	No data	0.3496210017064432	indolethylamine N-methyltransferase
GMEB1	0.12799609201814532	0.21054385222956926	No data	No data	No data	No data	No data	No data	glucocorticoid modulatory element binding protein 1
VPS26A	0.12780386841497304	0.21022765899848528	No data	No data	No data	No data	No data	No data	VPS26 retromer complex component A
RCCD1	0.12764630392368642	0.20996847737467936	No data	No data	No data	No data	No data	No data	RCC1 domain containing 1
STRBP	0.12756475402144685	0.20983433397783227	No data	No data	No data	No data	No data	No data	spermatid perinuclear RNA binding protein
ITGB3BP	0.12735604134241488	0.20949101746902576	No data	No data	No data	No data	No data	No data	integrin subunit beta 3 binding protein
LRTM1	0.12722505898816563	0.20927556144218218	No data	No data	No data	No data	No data	No data	leucine rich repeats and transmembrane domains 1
EEFSEC	0.12671371373990423	0.20767452383980842	No data	No data	No data	0.015198269940290528	No data	No data	eukaryotic elongation factor, selenocysteine-tRNA specific
CLN3	0.1266393995609978	0.20831219615542795	No data	No data	No data	No data	No data	No data	CLN3 lysosomal/endosomal transmembrane protein, battenin
